,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage
36688,19600,coupe,2001,manuell,343,m_reihe,90000,6,benzin,bmw,nein
36689,15000,limousine,2011,automatik,184,5er,70000,5,diesel,bmw,ja
36690,17999,kombi,2012,manuell,143,3er,80000,9,diesel,bmw,nein
36691,10999,limousine,2008,manuell,143,a4,125000,5,diesel,audi,nein
36692,12500,coupe,2008,manuell,170,3er,80000,1,benzin,bmw,nein
36693,15500,suv,2014,manuell,130,andere,30000,1,diesel,opel,nein
36694,12900,bus,2014,manuell,114,andere,150000,2,diesel,renault,nein
36695,16900,bus,2011,manuell,136,andere,50000,12,diesel,volkswagen,nein
36696,22900,bus,2010,manuell,102,transporter,30000,3,diesel,volkswagen,nein
36697,22500,kombi,2011,manuell,184,3er,70000,10,diesel,bmw,nein
36698,11000,coupe,2005,automatik,163,clk,50000,4,benzin,mercedes_benz,nein
36699,12700,kombi,2005,automatik,272,5er,150000,11,diesel,bmw,nein
36700,10300,kombi,2006,manuell,163,3er,150000,9,diesel,bmw,nein
36701,20990,limousine,2015,manuell,150,leon,10000,9,benzin,seat,nein
36702,10999,limousine,2010,automatik,160,golf,125000,6,benzin,volkswagen,nein
36703,11990,limousine,2012,manuell,105,golf,60000,1,benzin,volkswagen,nein
36704,18890,limousine,2012,manuell,150,a3,70000,12,diesel,audi,nein
36705,13800,kombi,2009,automatik,197,5er,100000,1,diesel,bmw,nein
36706,19900,cabrio,2003,manuell,241,andere,60000,5,benzin,honda,nein
36707,18900,limousine,2013,manuell,156,a_klasse,40000,3,benzin,mercedes_benz,nein
36708,19499,coupe,2009,manuell,177,3er,100000,7,diesel,bmw,nein
36709,11700,suv,2007,automatik,227,antara,150000,6,lpg,opel,nein
36710,39500,bus,2011,manuell,140,transporter,50000,4,diesel,volkswagen,nein
36711,16000,limousine,1969,manuell,140,s_klasse,150000,12,benzin,mercedes_benz,nein
36712,14600,limousine,2007,automatik,177,1er,40000,11,diesel,bmw,nein
36713,13990,limousine,2014,manuell,125,focus,50000,10,benzin,ford,nein
36714,19999,limousine,2012,automatik,136,c_klasse,90000,5,diesel,mercedes_benz,nein
36715,28000,coupe,1994,manuell,239,andere,150000,3,benzin,porsche,nein
36716,38800,coupe,2015,automatik,230,tt,20000,2,benzin,audi,nein
36717,17900,limousine,2014,manuell,110,golf,40000,10,diesel,volkswagen,nein
36718,37500,limousine,2011,automatik,306,x_reihe,80000,7,diesel,bmw,nein
36719,50000,coupe,2012,automatik,170,c_klasse,150000,11,diesel,mercedes_benz,nein
36720,14500,bus,2012,manuell,140,golf,125000,10,diesel,volkswagen,nein
36721,13500,kombi,2006,automatik,179,a6,150000,6,diesel,audi,nein
36722,32000,limousine,2011,automatik,204,a6,100000,10,diesel,audi,nein
36723,10500,cabrio,2006,manuell,160,mx_reihe,70000,7,benzin,mazda,nein
36724,12500,cabrio,2010,automatik,140,astra,60000,3,benzin,opel,nein
36725,18950,coupe,2006,manuell,265,z_reihe,125000,9,benzin,bmw,nein
36726,25500,cabrio,2012,automatik,305,andere,100000,7,benzin,chevrolet,nein
36727,19000,kombi,2013,automatik,102,caddy,60000,9,diesel,volkswagen,nein
36728,23900,suv,2008,automatik,224,gl,150000,4,diesel,mercedes_benz,nein
36729,54900,kombi,2015,automatik,218,a6,20000,2,diesel,audi,nein
36730,13990,cabrio,2012,automatik,140,500,50000,6,benzin,fiat,nein
36731,19489,cabrio,2012,manuell,160,tt,70000,3,benzin,audi,nein
36732,11990,coupe,2007,automatik,200,tt,150000,10,benzin,audi,nein
36733,13990,kombi,2009,manuell,140,octavia,150000,5,diesel,skoda,nein
36734,45500,coupe,2014,automatik,258,andere,60000,4,diesel,bmw,nein
36735,10500,suv,2004,automatik,258,grand,150000,6,benzin,jeep,nein
36736,12700,bus,2009,automatik,140,touran,125000,3,diesel,volkswagen,nein
36737,10200,kleinwagen,2012,manuell,101,corsa,20000,5,benzin,opel,nein
36738,115991,cabrio,2013,automatik,400,911,10000,5,benzin,porsche,nein
36739,11800,limousine,2002,automatik,306,s_klasse,125000,10,benzin,mercedes_benz,nein
36740,30500,coupe,2013,automatik,252,e_klasse,50000,3,diesel,mercedes_benz,nein
36741,16900,limousine,2011,automatik,156,outlander,80000,6,diesel,mitsubishi,nein
36742,20499,cabrio,2010,automatik,306,3er,20000,4,benzin,bmw,nein
36743,33500,kombi,2014,automatik,299,passat,40000,12,benzin,volkswagen,nein
36744,12000,kombi,2009,automatik,136,a6,150000,9,diesel,audi,nein
36745,43000,limousine,2012,automatik,258,s_klasse,50000,5,diesel,mercedes_benz,nein
36746,14450,kombi,2008,manuell,160,a4,90000,7,benzin,audi,nein
36747,16900,limousine,1973,manuell,131,andere,125000,6,benzin,alfa_romeo,nein
36748,20950,kombi,2012,automatik,184,3er,125000,12,diesel,bmw,nein
36749,15900,cabrio,2008,manuell,170,1er,80000,9,benzin,bmw,nein
36750,32900,kombi,2012,automatik,340,andere,80000,10,benzin,audi,nein
36751,16400,cabrio,2008,manuell,200,tt,70000,5,benzin,audi,nein
36752,21500,suv,2004,manuell,174,wrangler,30000,1,benzin,jeep,nein
36753,16990,limousine,2013,automatik,136,1er,50000,12,benzin,bmw,nein
36754,32500,kombi,2012,automatik,204,a6,80000,4,diesel,audi,nein
36755,22999,limousine,2014,manuell,109,a_klasse,20000,5,diesel,mercedes_benz,nein
36756,12100,kleinwagen,2014,manuell,105,ibiza,40000,5,benzin,seat,nein
36757,17990,limousine,2010,manuell,306,5er,150000,12,benzin,bmw,nein
36758,10890,bus,2008,manuell,175,s_max,125000,7,diesel,ford,nein
36759,26600,cabrio,2008,manuell,272,tt,60000,6,benzin,audi,nein
36760,10900,limousine,2008,manuell,143,1er,90000,7,diesel,bmw,nein
36761,19450,kombi,2011,automatik,170,a3,125000,11,diesel,audi,nein
36762,27999,limousine,2010,automatik,235,x_reihe,150000,3,diesel,bmw,nein
36763,21900,kombi,2011,automatik,170,a6,100000,3,diesel,audi,nein
36764,12750,coupe,2007,manuell,177,3er,125000,7,diesel,bmw,nein
36765,24000,coupe,2009,manuell,330,andere,60000,10,benzin,nissan,nein
36766,16400,kleinwagen,2014,manuell,122,a1,20000,9,benzin,audi,nein
36767,14800,cabrio,2012,manuell,120,2_reihe,30000,6,benzin,peugeot,nein
36768,10000,kombi,2006,automatik,218,5er,150000,1,diesel,bmw,nein
36769,26490,bus,2012,automatik,163,viano,100000,6,diesel,mercedes_benz,nein
36770,14500,limousine,2009,manuell,120,a4,150000,2,benzin,audi,nein
36771,20490,limousine,2011,automatik,200,3er,125000,5,diesel,bmw,nein
36772,24500,coupe,2011,automatik,231,e_klasse,100000,3,diesel,mercedes_benz,nein
36773,12900,coupe,2009,automatik,200,scirocco,125000,9,benzin,volkswagen,nein
36774,15500,coupe,2011,manuell,165,astra,60000,11,diesel,opel,nein
36775,11950,kleinwagen,2011,manuell,105,polo,90000,9,diesel,volkswagen,nein
36776,11250,limousine,2011,manuell,143,1er,90000,1,diesel,bmw,nein
36777,17000,kombi,2012,automatik,170,passat,150000,1,diesel,volkswagen,nein
36778,18950,kombi,2009,automatik,235,5er,125000,10,diesel,bmw,nein
36779,15999,cabrio,2008,manuell,163,a4,60000,5,benzin,audi,nein
36780,19999,suv,2012,automatik,170,glk,150000,6,diesel,mercedes_benz,nein
36781,12400,kombi,2008,manuell,200,passat,100000,9,benzin,volkswagen,nein
36782,10500,limousine,2011,manuell,143,1er,150000,8,diesel,bmw,nein
36783,11990,cabrio,2004,automatik,163,slk,70000,6,benzin,mercedes_benz,nein
36784,10100,limousine,2008,manuell,160,a4,80000,5,benzin,audi,nein
36785,19990,cabrio,2009,automatik,179,andere,30000,1,diesel,saab,nein
36786,13400,bus,2011,manuell,109,b_klasse,80000,2,diesel,mercedes_benz,nein
36787,21940,kombi,2012,automatik,156,c_klasse,30000,7,benzin,mercedes_benz,nein
36788,10690,bus,2008,automatik,140,touran,70000,8,benzin,volkswagen,nein
36789,22740,kleinwagen,2013,manuell,220,golf,30000,11,benzin,volkswagen,nein
36790,16900,kombi,2009,automatik,190,a4,125000,6,diesel,audi,nein
36791,19900,bus,2010,automatik,179,transporter,150000,9,diesel,volkswagen,nein
36792,12500,kombi,2012,manuell,105,golf,100000,5,benzin,volkswagen,nein
36793,15500,bus,2010,manuell,150,vito,100000,10,diesel,mercedes_benz,nein
36794,15980,cabrio,2007,manuell,265,z_reihe,125000,4,benzin,bmw,nein
36795,19450,coupe,2010,automatik,200,tt,100000,3,benzin,audi,nein
36796,15900,kombi,2008,automatik,387,e_klasse,125000,6,benzin,mercedes_benz,nein
36797,18400,kombi,2014,manuell,135,i_reihe,30000,12,benzin,hyundai,nein
36798,18990,bus,2013,manuell,131,andere,50000,5,diesel,opel,nein
36799,16290,limousine,2009,automatik,204,e_klasse,150000,12,diesel,mercedes_benz,nein
36800,11499,limousine,2009,manuell,204,1er,125000,6,diesel,bmw,nein
36801,12500,cabrio,1992,automatik,190,sl,150000,11,benzin,mercedes_benz,nein
36802,16900,kombi,2014,manuell,122,golf,20000,9,benzin,volkswagen,nein
36803,19900,coupe,1963,automatik,163,andere,80000,5,benzin,mercedes_benz,nein
36804,19700,bus,2011,manuell,170,sharan,100000,9,diesel,volkswagen,nein
36805,42950,suv,2015,automatik,179,amarok,10000,3,diesel,volkswagen,nein
36806,15000,suv,1993,automatik,182,range_rover,150000,9,benzin,land_rover,nein
36807,14900,bus,2004,manuell,105,transporter,150000,6,diesel,volkswagen,nein
36808,33000,limousine,2014,automatik,320,m_reihe,30000,5,benzin,bmw,nein
36809,13390,kombi,2010,manuell,155,6_reihe,50000,4,benzin,mazda,nein
36810,25900,cabrio,2011,automatik,184,slk,40000,12,benzin,mercedes_benz,nein
36811,27450,suv,2011,manuell,184,x_reihe,80000,5,diesel,bmw,nein
36812,14600,coupe,2008,manuell,200,tt,150000,8,benzin,audi,nein
36813,27000,coupe,2015,automatik,140,cc,30000,1,diesel,volkswagen,nein
36814,22999,coupe,2014,manuell,140,cc,20000,10,diesel,volkswagen,nein
36815,14990,limousine,2011,automatik,150,qashqai,90000,6,diesel,nissan,nein
36816,11500,kombi,2010,automatik,160,superb,150000,7,benzin,skoda,nein
36817,15550,limousine,2006,automatik,334,a6,90000,1,benzin,audi,nein
36818,20800,kombi,2013,manuell,143,a4,70000,10,diesel,audi,nein
36819,14250,limousine,2012,manuell,114,c_reihe,20000,9,diesel,volvo,nein
36820,34900,limousine,2013,automatik,449,7er,150000,1,benzin,bmw,nein
36821,10700,bus,2009,manuell,105,touran,80000,2,diesel,volkswagen,nein
36822,10999,limousine,2008,automatik,230,golf,150000,12,benzin,volkswagen,nein
36823,39500,limousine,2014,automatik,177,q5,30000,9,diesel,audi,nein
36824,25900,limousine,2006,manuell,356,golf,125000,4,benzin,volkswagen,nein
36825,18490,coupe,2007,automatik,231,3er,100000,3,diesel,bmw,nein
36826,15900,bus,2004,manuell,174,transporter,150000,6,diesel,volkswagen,nein
36827,16100,limousine,2012,automatik,143,1er,60000,5,diesel,bmw,nein
36828,14500,kombi,2012,manuell,163,6_reihe,125000,1,diesel,mazda,nein
36829,11999,coupe,2007,automatik,286,3er,150000,10,diesel,bmw,nein
36830,30499,limousine,2015,manuell,150,q3,10000,2,diesel,audi,nein
36831,11900,kombi,2009,manuell,200,octavia,90000,10,benzin,skoda,nein
36832,15500,bus,2008,automatik,190,andere,20000,1,diesel,mercedes_benz,nein
36833,10999,limousine,2009,automatik,235,5er,150000,10,diesel,bmw,nein
36834,39990,coupe,2014,automatik,218,andere,40000,10,diesel,bmw,nein
36835,13500,suv,2009,manuell,140,tiguan,125000,9,diesel,volkswagen,nein
36836,19900,coupe,2008,manuell,306,3er,125000,11,benzin,bmw,nein
36837,24500,limousine,2012,automatik,300,cc,60000,8,benzin,volkswagen,nein
36838,15750,limousine,2012,manuell,116,1er,20000,7,diesel,bmw,ja
36839,12000,bus,2011,automatik,163,c_max,125000,5,diesel,ford,nein
36840,11250,kombi,2010,manuell,140,golf,150000,12,diesel,volkswagen,nein
36841,14500,suv,2009,manuell,143,x_reihe,125000,4,diesel,bmw,nein
36842,11399,bus,2004,manuell,102,transporter,150000,4,diesel,volkswagen,nein
36843,14800,limousine,2008,automatik,286,x_reihe,150000,1,diesel,bmw,nein
36844,16200,limousine,2008,manuell,250,golf,125000,2,benzin,volkswagen,nein
36845,21000,kombi,2013,manuell,136,3er,40000,5,benzin,bmw,nein
36846,15950,coupe,2006,automatik,136,clk,60000,12,diesel,mercedes_benz,nein
36847,30500,cabrio,2009,manuell,295,boxster,100000,1,benzin,porsche,nein
36848,14200,kombi,2011,automatik,105,a3,50000,10,benzin,audi,nein
36849,14900,cabrio,2009,manuell,160,a3,125000,3,benzin,audi,nein
36850,21444,suv,2009,automatik,239,touareg,150000,8,diesel,volkswagen,nein
36851,32900,limousine,2011,automatik,239,q7,150000,2,diesel,audi,nein
36852,10000,bus,2009,manuell,115,andere,150000,11,diesel,renault,nein
36853,12800,kombi,2009,manuell,143,3er,60000,11,benzin,bmw,nein
36854,22500,cabrio,1991,automatik,326,sl,150000,7,benzin,mercedes_benz,nein
36855,17450,suv,2009,automatik,170,andere,150000,10,diesel,mercedes_benz,nein
36856,16200,bus,2005,manuell,105,transporter,150000,12,diesel,volkswagen,nein
36857,10990,coupe,2004,automatik,333,6er,150000,11,benzin,bmw,nein
36858,19999,kombi,2011,manuell,205,v60,100000,3,diesel,volvo,nein
36859,15950,kombi,2011,manuell,143,3er,150000,8,diesel,bmw,nein
36860,10900,coupe,1973,manuell,200,andere,150000,6,benzin,bmw,nein
36861,53900,limousine,2013,automatik,258,andere,100000,3,diesel,mercedes_benz,nein
36862,16990,suv,2009,automatik,224,glk,150000,7,diesel,mercedes_benz,nein
36863,10500,suv,1979,manuell,116,andere,150000,7,benzin,jeep,nein
36864,36350,coupe,2012,automatik,313,andere,100000,4,diesel,audi,nein
36865,18900,limousine,2012,automatik,184,1er,100000,4,diesel,bmw,nein
36866,30500,cabrio,2011,automatik,239,a5,100000,4,diesel,audi,nein
36867,47500,coupe,1986,manuell,207,911,150000,12,benzin,porsche,nein
36868,10700,kombi,2004,manuell,163,a4,125000,12,diesel,audi,nein
36869,36999,limousine,2010,automatik,245,x_reihe,125000,5,diesel,bmw,nein
36870,18500,limousine,2009,manuell,110,golf,30000,5,diesel,volkswagen,nein
36871,43900,suv,2015,automatik,200,sorento,10000,11,diesel,kia,nein
36872,13940,kombi,2011,automatik,140,passat,125000,11,diesel,volkswagen,nein
36873,13900,kombi,2013,manuell,163,mondeo,125000,5,diesel,ford,nein
36874,16995,cabrio,2007,manuell,200,tt,80000,3,benzin,audi,nein
36875,11500,suv,2009,manuell,140,tiguan,150000,4,diesel,volkswagen,nein
36876,17400,cabrio,2007,manuell,218,3er,125000,8,benzin,bmw,nein
36877,31490,bus,2012,manuell,179,transporter,50000,10,diesel,volkswagen,nein
36878,13490,limousine,2014,manuell,136,1er,50000,9,benzin,bmw,nein
36879,30650,kombi,2012,automatik,313,5er,150000,2,diesel,bmw,nein
36880,31900,coupe,2014,automatik,177,cc,30000,10,diesel,volkswagen,nein
36881,27900,coupe,2011,automatik,306,1er,90000,3,benzin,bmw,nein
36882,28500,limousine,2014,manuell,230,golf,20000,11,benzin,volkswagen,nein
36883,81900,cabrio,2015,automatik,313,6er,20000,5,diesel,bmw,nein
36884,12500,kombi,2009,automatik,239,a6,150000,1,diesel,audi,nein
36885,29900,coupe,2014,manuell,211,tt,40000,4,benzin,audi,nein
36886,15300,kombi,2012,automatik,170,c_klasse,150000,9,diesel,mercedes_benz,nein
36887,21990,cabrio,2014,manuell,105,golf,10000,11,benzin,volkswagen,nein
36888,22700,coupe,2007,automatik,387,andere,150000,12,benzin,mercedes_benz,nein
36889,18700,kleinwagen,2011,automatik,185,a1,60000,9,benzin,audi,nein
36890,14500,limousine,2011,manuell,122,golf,40000,10,benzin,volkswagen,nein
36891,13000,kombi,2008,automatik,170,e_klasse,150000,4,diesel,mercedes_benz,nein
36892,12500,limousine,2007,manuell,260,3_reihe,70000,11,benzin,mazda,nein
36893,24999,limousine,2012,automatik,239,q5,150000,11,diesel,audi,nein
36894,24350,cabrio,2014,automatik,160,beetle,20000,3,benzin,volkswagen,nein
36895,18500,limousine,2010,manuell,245,3er,150000,1,diesel,bmw,nein
36896,18800,coupe,2009,automatik,170,3er,60000,12,benzin,bmw,nein
36897,33000,suv,2011,automatik,241,touareg,80000,4,diesel,volkswagen,nein
36898,19400,limousine,2012,manuell,184,c_klasse,40000,8,benzin,mercedes_benz,nein
36899,11999,limousine,2004,automatik,232,a8,150000,12,diesel,audi,nein
36900,19000,suv,2008,automatik,345,andere,150000,2,lpg,chevrolet,nein
36901,13900,limousine,2009,automatik,170,3er,70000,6,benzin,bmw,nein
36902,12200,kombi,2011,manuell,114,vivaro,90000,9,diesel,opel,nein
36903,19000,limousine,2007,automatik,235,s_klasse,150000,7,diesel,mercedes_benz,nein
36904,27400,cabrio,2010,manuell,184,3er,50000,1,diesel,bmw,nein
36905,17500,cabrio,2005,automatik,306,slk,40000,3,benzin,mercedes_benz,nein
36906,28800,coupe,2010,automatik,333,andere,125000,6,benzin,audi,nein
36907,15900,coupe,2006,automatik,224,andere,150000,2,diesel,mercedes_benz,nein
36908,15000,kombi,2011,manuell,170,andere,100000,11,diesel,mercedes_benz,nein
36909,15555,bus,2006,manuell,131,transporter,150000,3,diesel,volkswagen,nein
36910,19999,limousine,2015,automatik,105,beetle,5000,10,benzin,volkswagen,nein
36911,16300,kleinwagen,2014,manuell,105,polo,40000,3,benzin,volkswagen,nein
36912,22100,suv,2009,automatik,239,cayenne,125000,3,diesel,porsche,nein
36913,11500,bus,2007,manuell,174,transporter,150000,12,diesel,volkswagen,nein
36914,24750,suv,2013,automatik,177,tiguan,70000,5,diesel,volkswagen,nein
36915,11900,limousine,2010,manuell,220,insignia,50000,10,benzin,opel,nein
36916,31900,coupe,2014,manuell,170,a5,20000,5,benzin,audi,nein
36917,25500,limousine,2013,automatik,184,octavia,60000,10,diesel,skoda,nein
36918,23000,kombi,2012,automatik,245,a4,150000,7,diesel,audi,nein
36919,11700,limousine,2004,automatik,231,5er,150000,6,benzin,bmw,nein
36920,27500,bus,2011,manuell,179,transporter,150000,3,diesel,volkswagen,nein
36921,13990,kombi,2011,manuell,116,3er,90000,10,diesel,bmw,nein
36922,12500,limousine,2010,manuell,131,megane,60000,11,benzin,renault,nein
36923,10500,kombi,2010,manuell,105,a3,150000,4,diesel,audi,nein
36924,18900,suv,2006,automatik,224,m_klasse,90000,7,diesel,mercedes_benz,nein
36925,10695,kombi,2003,manuell,179,a4,125000,10,diesel,audi,nein
36926,10800,cabrio,2007,manuell,126,mx_reihe,50000,9,benzin,mazda,nein
36927,24999,limousine,2014,automatik,150,a3,20000,12,diesel,audi,nein
36928,16750,kleinwagen,2014,manuell,182,fiesta,30000,3,benzin,ford,nein
36929,13500,kombi,2012,automatik,140,passat,150000,10,diesel,volkswagen,nein
36930,20900,bus,2009,manuell,174,transporter,150000,7,diesel,volkswagen,nein
36931,16900,suv,2009,automatik,272,range_rover_sport,150000,6,diesel,land_rover,nein
36932,14999,coupe,2010,manuell,140,scirocco,80000,5,diesel,volkswagen,nein
36933,12850,cabrio,2006,automatik,163,slk,125000,3,benzin,mercedes_benz,nein
36934,10250,kombi,2009,automatik,150,laguna,80000,3,diesel,renault,nein
36935,37750,limousine,2010,automatik,408,x_reihe,70000,3,hybrid,bmw,nein
36936,15400,kombi,2008,manuell,239,a4,150000,9,diesel,audi,nein
36937,17900,cabrio,2004,automatik,272,slk,125000,10,benzin,mercedes_benz,nein
36938,48500,coupe,2015,automatik,310,tt,5000,11,benzin,audi,nein
36939,15900,bus,2011,automatik,102,caddy,40000,9,diesel,volkswagen,nein
36940,79999,coupe,1965,manuell,131,911,150000,1,benzin,porsche,nein
36941,12750,coupe,1973,automatik,160,andere,100000,7,benzin,ford,nein
36942,24000,limousine,2012,automatik,184,5er,100000,4,diesel,bmw,nein
36943,31000,coupe,1992,manuell,239,andere,150000,3,benzin,porsche,nein
36944,10800,kombi,2006,automatik,272,5er,150000,11,diesel,bmw,nein
36945,36900,bus,2015,automatik,150,andere,20000,4,diesel,bmw,nein
36946,120000,coupe,2015,manuell,385,andere,5000,10,benzin,porsche,nein
36947,14490,kombi,2011,manuell,140,passat,150000,11,diesel,volkswagen,nein
36948,10950,bus,2009,manuell,140,sharan,150000,7,diesel,volkswagen,nein
36949,16690,limousine,2008,automatik,239,a6,150000,11,diesel,audi,nein
36950,17750,coupe,2007,manuell,306,3er,150000,4,benzin,bmw,nein
36951,14900,cabrio,2012,manuell,105,golf,100000,4,diesel,volkswagen,nein
36952,16700,bus,2015,automatik,120,meriva,10000,6,benzin,opel,nein
36953,23500,coupe,2012,automatik,204,3er,100000,9,diesel,bmw,nein
36954,11900,cabrio,2009,manuell,126,mx_reihe,50000,1,benzin,mazda,nein
36955,10000,suv,2005,automatik,340,cayenne,150000,11,benzin,porsche,nein
36956,21400,cabrio,2012,automatik,204,1er,100000,4,diesel,bmw,nein
36957,18500,bus,2012,manuell,140,transit,80000,2,diesel,ford,nein
36958,12850,limousine,2009,automatik,136,c_klasse,150000,7,diesel,mercedes_benz,ja
36959,10300,limousine,2010,manuell,140,civic,70000,10,benzin,honda,nein
36960,16000,cabrio,2002,manuell,220,boxster,70000,8,benzin,porsche,nein
36961,23000,kombi,2011,automatik,258,5er,150000,8,diesel,bmw,nein
36962,13330,kombi,2013,automatik,150,ibiza,20000,12,benzin,seat,nein
36963,14300,bus,2010,manuell,140,b_klasse,70000,11,diesel,mercedes_benz,nein
36964,13250,kombi,2009,manuell,170,c_klasse,150000,11,diesel,mercedes_benz,nein
36965,11999,cabrio,2002,manuell,231,3er,125000,6,benzin,bmw,nein
36966,22900,suv,2007,automatik,306,gl,125000,5,diesel,mercedes_benz,nein
36967,26599,cabrio,2012,manuell,211,tt,50000,3,benzin,audi,nein
36968,15800,kombi,2010,manuell,184,3er,125000,10,diesel,bmw,nein
36969,12999,limousine,2010,manuell,170,golf,125000,8,diesel,volkswagen,nein
36970,32900,bus,2012,automatik,163,viano,80000,3,diesel,mercedes_benz,nein
36971,14500,kombi,2006,automatik,435,andere,150000,11,benzin,audi,nein
36972,19000,suv,2007,automatik,385,cayenne,150000,11,benzin,porsche,nein
36973,11490,bus,2009,automatik,109,b_klasse,70000,4,diesel,mercedes_benz,nein
36974,10200,bus,2010,manuell,150,5_reihe,70000,10,diesel,peugeot,nein
36975,13500,coupe,2005,automatik,272,c_klasse,150000,2,benzin,mercedes_benz,nein
36976,15200,limousine,2008,automatik,177,5er,150000,2,diesel,bmw,nein
36977,24850,coupe,2008,automatik,387,cl,150000,5,benzin,mercedes_benz,nein
36978,12900,kombi,2008,automatik,218,5er,125000,6,benzin,bmw,nein
36979,11890,coupe,2013,manuell,136,swift,30000,10,benzin,suzuki,nein
36980,11000,limousine,2010,automatik,143,3er,150000,2,diesel,bmw,nein
36981,11750,limousine,2012,manuell,160,andere,60000,8,diesel,chevrolet,nein
36982,22990,limousine,2009,automatik,231,e_klasse,150000,7,diesel,mercedes_benz,nein
36983,14500,kombi,2006,automatik,218,3er,150000,7,benzin,bmw,nein
36984,14400,kombi,2008,automatik,179,a4,150000,3,diesel,audi,nein
36985,11500,limousine,2009,automatik,220,a6,150000,10,benzin,audi,nein
36986,16500,bus,2007,manuell,184,sprinter,150000,7,diesel,mercedes_benz,nein
36987,26450,suv,2012,manuell,170,tiguan,50000,6,diesel,volkswagen,nein
36988,16999,suv,2015,manuell,135,sportage,40000,5,benzin,kia,nein
36989,13990,coupe,2010,manuell,143,1er,90000,5,diesel,bmw,nein
36990,24987,coupe,2006,automatik,245,andere,70000,12,benzin,porsche,nein
36991,18999,kombi,2014,automatik,140,focus,40000,7,diesel,ford,nein
36992,10999,kombi,2011,manuell,125,astra,125000,5,diesel,opel,nein
36993,33500,cabrio,2000,automatik,224,sl,30000,4,benzin,mercedes_benz,nein
36994,19500,suv,1998,manuell,125,andere,150000,11,diesel,nissan,nein
36995,22900,cabrio,1997,automatik,136,e_klasse,125000,3,benzin,mercedes_benz,nein
36996,12950,cabrio,2011,manuell,131,megane,150000,7,diesel,renault,nein
36997,26499,bus,2012,automatik,163,viano,100000,1,diesel,mercedes_benz,nein
36998,22400,limousine,2014,manuell,184,1er,30000,6,diesel,bmw,nein
36999,12999,kombi,2013,manuell,105,golf,50000,10,diesel,volkswagen,nein
37000,17900,bus,1999,manuell,102,transporter,150000,6,diesel,volkswagen,nein
37001,24000,limousine,2007,automatik,326,q7,100000,11,diesel,audi,nein
37002,12985,kombi,2013,manuell,102,caddy,40000,7,lpg,volkswagen,nein
37003,11750,limousine,2004,automatik,260,e_klasse,150000,11,diesel,mercedes_benz,nein
37004,15900,cabrio,2006,manuell,232,a4,150000,12,diesel,audi,nein
37005,17299,suv,2007,automatik,224,touareg,125000,7,diesel,volkswagen,nein
37006,37880,coupe,2010,automatik,420,m_reihe,90000,6,benzin,bmw,nein
37007,12800,bus,2003,manuell,180,transporter,150000,7,diesel,volkswagen,nein
37008,14500,bus,2009,manuell,136,b_klasse,100000,4,benzin,mercedes_benz,nein
37009,14490,cabrio,2007,automatik,256,a4,100000,7,benzin,audi,nein
37010,12300,kombi,2012,automatik,170,superb,150000,11,diesel,skoda,nein
37011,14700,kombi,2011,automatik,160,insignia,150000,2,diesel,opel,nein
37012,33333,suv,2010,automatik,245,x_reihe,125000,2,diesel,bmw,nein
37013,26000,coupe,1966,automatik,224,mustang,50000,4,benzin,ford,nein
37014,14300,limousine,2011,manuell,120,a4,50000,5,benzin,audi,nein
37015,18499,kombi,2011,manuell,180,a4,70000,1,benzin,audi,nein
37016,13400,suv,2006,automatik,224,touareg,150000,10,diesel,volkswagen,nein
37017,13900,bus,2014,manuell,124,verso,80000,2,diesel,toyota,nein
37018,10000,kombi,2007,manuell,140,a4,20000,5,diesel,audi,nein
37019,14850,limousine,2006,automatik,232,q7,150000,6,diesel,audi,nein
37020,17300,bus,2004,manuell,174,transporter,150000,10,diesel,volkswagen,nein
37021,10500,limousine,2006,automatik,231,5er,150000,3,diesel,bmw,nein
37022,12790,cabrio,2004,automatik,272,slk,150000,12,benzin,mercedes_benz,nein
37023,16990,bus,2008,automatik,204,viano,150000,11,diesel,mercedes_benz,nein
37024,12500,kleinwagen,2014,manuell,101,andere,40000,4,benzin,opel,nein
37025,14500,limousine,2010,manuell,136,c_klasse,125000,1,diesel,mercedes_benz,nein
37026,15000,kombi,2012,automatik,177,a4,150000,10,diesel,audi,nein
37027,11790,kombi,2009,automatik,190,a6,150000,3,diesel,audi,nein
37028,10000,limousine,2005,automatik,200,golf,150000,4,benzin,volkswagen,nein
37029,10500,suv,2011,manuell,107,duster,90000,11,diesel,dacia,nein
37030,19150,kleinwagen,2015,manuell,192,polo,10000,7,benzin,volkswagen,nein
37031,22000,limousine,1991,manuell,205,andere,100000,5,benzin,lancia,nein
37032,29500,cabrio,2012,automatik,184,e_klasse,70000,8,benzin,mercedes_benz,nein
37033,14990,cabrio,2006,manuell,256,a4,150000,7,benzin,audi,nein
37034,11900,cabrio,2012,manuell,105,golf,90000,2,diesel,volkswagen,nein
37035,25999,coupe,2009,automatik,231,e_klasse,125000,9,diesel,mercedes_benz,nein
37036,21499,cabrio,2012,automatik,309,mustang,40000,8,benzin,ford,nein
37037,21590,cabrio,2006,automatik,245,sl,125000,8,benzin,mercedes_benz,nein
37038,13650,kleinwagen,2010,manuell,105,a1,60000,11,diesel,audi,nein
37039,40000,limousine,2013,automatik,258,5er,40000,1,diesel,bmw,nein
